Date,Product,Country,Region,SKU,Actuals
2023-3-1,UFV,BR,PR,RODRIGO_LISBOA,14578
2023-3-1,UFV,BR,PR,SARTORETTO,746
2023-3-1,UFV,BR,PR,SCHUH_COPEL,4868
2023-3-1,UFV,BR,PR,SOLARVAT_ENERGIA_II,39282
2023-3-1,UFV,BR,PR,SOLUCAO_VERDE,10283
2023-3-1,UFV,BR,PR,TRIPLICE,58493
2023-3-1,UFV,BR,SC,ADRIANO_GIRARDI,4191
2023-3-1,UFV,BR,SC,BARAO_DO_TRIUNFO_I,10704
2023-3-1,UFV,BR,SC,BARAO_DO_TRIUNFO_II,4593
2023-3-1,UFV,BR,SC,CLENOIR_MALDANER_II,4137
2023-3-1,UFV,BR,SC,DANIEL_DA_ROCHA,7781
2023-3-1,UFV,BR,SC,JULIO_CESAR_RUPPENTHAL,0
2023-3-1,UFV,BR,SC,LAURI_SLONSKI,0
2023-3-1,UFV,BR,SC,MIGUEL_GARBIN,7346
2023-3-1,UFV,BR,SC,OLIMPIO_BENELLI,0
2023-3-1,UFV,BR,SC,PARIZOTTO_I,0
2023-3-1,UFV,BR,SC,RG_SOLAR,33682
2023-3-1,UFV,BR,SC,SANTIAGO,6784
2023-3-1,UFV,BR,SC,SISLAINE,7265
2023-3-1,UFV,BR,SC,TRAUM_GERACAO,13007
2023-3-1,UFV,BR,SC,UFV_MARIO_KLAMT,14003
2023-3-1,UFV,BR,SC,ZEFERINO_DE_MARCO_I,14642
2023-3-1,UTE,BR,SC,R9,97615
2023-4-1,BIOGÁS,BR,PR,CASTROLANDA,331729
2023-4-1,CGH,BR,PR,COESEX,116468
2023-4-1,CGH,BR,PR,GERMANIA,561920
2023-4-1,CGH,BR,PR,NS_LOURDES,170069
2023-4-1,CGH,BR,PR,PERBONE,712756
2023-4-1,CGH,BR,PR,PINDORAMA,822083
2023-4-1,CGH,BR,PR,RINCAO_DA_PONTE,2082682
2023-4-1,CGH,BR,PR,VIGANO,1787821
2023-4-1,CGH,BR,RS,JOAO_DO_PASSO,25081
2023-4-1,CGH,BR,SC,ARABUTA,271737
2023-4-1,CGH,BR,SC,ARIRANHA,12111
2023-4-1,CGH,BR,SC,BOFF,201254
2023-4-1,CGH,BR,SC,PETINGA,32542
2023-4-1,CGH,BR,SC,PONTE_CAIDA,250479
2023-4-1,UFV,BR,PR,ADAUTO_NODARI,9
2023-4-1,UFV,BR,PR,AGUIMAR_ULIANA_I,11309
2023-4-1,UFV,BR,PR,AGUIMAR_ULIANA_II,14384
2023-4-1,UFV,BR,PR,AGUIMAR_ULIANA_III,13996
2023-4-1,UFV,BR,PR,ALAN_ROGER_I,8244
2023-4-1,UFV,BR,PR,ALISSON_JOSE_DMENGEON,5213
2023-4-1,UFV,BR,PR,ANA_P._BAISE,2782
2023-4-1,UFV,BR,PR,ANTONIO_TADEU_PEREIRA,1402
2023-4-1,UFV,BR,PR,APOLO,11361
2023-4-1,UFV,BR,PR,BONOMI_E_BONOMI,12058
2023-4-1,UFV,BR,PR,BSE_SOLAR,11519
2023-4-1,UFV,BR,PR,CALIL_TARABAY,5251
2023-4-1,UFV,BR,PR,E-GERA_ENERGIA_SOLAR,0
2023-4-1,UFV,BR,PR,ECOSOLE_ENERGIA_I,65801
2023-4-1,UFV,BR,PR,EDUARDO_VANZELLA_III,12448
2023-4-1,UFV,BR,PR,EDUARDO_VANZELLA_IV,12912
2023-4-1,UFV,BR,PR,ENZO_BIGOLIN_VALDOMERI,18537
2023-4-1,UFV,BR,PR,ERNST_MAKUS,11952
2023-4-1,UFV,BR,PR,FABIO_ZIMMERMANN,13325
2023-4-1,UFV,BR,PR,GABRIELA_GIACOMI,12265
2023-4-1,UFV,BR,PR,GILBERTO_CORSO_I,2894
2023-4-1,UFV,BR,PR,GILBERTO_CORSO_II,5807
2023-4-1,UFV,BR,PR,ILVO_KLAESENER,10252
2023-4-1,UFV,BR,PR,IVAN_ANDRE_KOTZ_I,13746
2023-4-1,UFV,BR,PR,IVAN_ANDRE_KOTZ_II,13781
2023-4-1,UFV,BR,PR,IVANIA_KREIN_LARA_I,20000
2023-4-1,UFV,BR,PR,IVO_COLLA,8234
2023-4-1,UFV,BR,PR,JAIRO_CARLOS_SEIBOTH,12596
2023-4-1,UFV,BR,PR,JANDERSON,9814
2023-4-1,UFV,BR,PR,JOAO_ROBERTO_CRAVO,1867
2023-4-1,UFV,BR,PR,JOEMIR,10471
2023-4-1,UFV,BR,PR,JOSE_CRECIO_DA_SILVA,1835
2023-4-1,UFV,BR,PR,JOSE_GERALDO_FIGUEIREDO,9776
2023-4-1,UFV,BR,PR,LELIO_LARA_I,18900
2023-4-1,UFV,BR,PR,LELIO_LARA_II,18900
2023-4-1,UFV,BR,PR,LELIO_LARA_III,18300
2023-4-1,UFV,BR,PR,LETICIA_NATANIA_I,15043
2023-4-1,UFV,BR,PR,LETICIA_NATANIA_II,12953
2023-4-1,UFV,BR,PR,LUIS_BICKEL,8154
2023-4-1,UFV,BR,PR,LUIZ_IRINEU_DEIMLING_II,20401
2023-4-1,UFV,BR,PR,M_B_LOCACOES,54476
2023-4-1,UFV,BR,PR,MARCELO_POSSOLLI,13952
2023-4-1,UFV,BR,PR,MARCOS_NODARI_I,9
2023-4-1,UFV,BR,PR,MARCOS_NODARI_II,9
2023-4-1,UFV,BR,PR,MARTE_LOCACOES_-_MARCELO,12377
2023-4-1,UFV,BR,PR,MARTE_LOCACOES_-_MOACIR,8652
2023-4-1,UFV,BR,PR,MATEUS_NODARI,24139
2023-4-1,UFV,BR,PR,MOACIR_CELLUPI,13057
2023-4-1,UFV,BR,PR,NELSON_DREY,10583
2023-4-1,UFV,BR,PR,NILTON,6271
2023-4-1,UFV,BR,PR,OBERTI_LUIZ,13877
2023-4-1,UFV,BR,PR,RENI_KUNZLER_GENTELINI,19030
2023-4-1,UFV,BR,PR,RMD_LOCACOES,8116
2023-4-1,UFV,BR,PR,SARTORETTO,22892
2023-4-1,UFV,BR,PR,SCHUH_COPEL,4868
2023-4-1,UFV,BR,PR,SOLUCAO_VERDE,12196
2023-4-1,UFV,BR,SC,ADRIANO_GIRARDI,4836
2023-4-1,UFV,BR,SC,BARAO_DO_TRIUNFO_I,8654
2023-4-1,UFV,BR,SC,BARAO_DO_TRIUNFO_II,4432
2023-4-1,UFV,BR,SC,JULIO_CESAR_RUPPENTHAL,12092
2023-4-1,UFV,BR,SC,PARIZOTTO_I,44526
2023-4-1,UFV,BR,SC,RG_SOLAR,38238
2023-4-1,UFV,BR,SC,SANTIAGO,7201
2023-4-1,UFV,BR,SC,TRAUM_GERACAO,13445
2023-4-1,UFV,BR,SC,ZEFERINO_DE_MARCO_I,15123
